key,rule,severity,component,project,line,message,effort,debt,author,tags,creationDate,updateDate,type,scope,status
AZcc3LsZE4d396A7IC_C,java:S2095,BLOCKER,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02295.java,benchmarkjava,103,"Use try-with-resources or close this ""FileWriter"" in a ""finally"" clause.",5min,5min,dave.wichers@ey.com,"cert, cwe, denial-of-service, leak",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,BUG,MAIN,OPEN
AZcc3LsZE4d396A7IC_J,java:S1172,MAJOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02295.java,benchmarkjava,133,"Remove this unused method parameter ""request"".",5min,5min,dave.wichers@ey.com,"cert, unused",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3LsZE4d396A7IC_I,java:S1130,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02295.java,benchmarkjava,134,"Remove the declaration of thrown exception 'java.io.IOException', as it cannot be thrown from method's body.",5min,5min,dave.wichers@ey.com,"clumsy, error-handling, redundant, unused",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3KdyE4d396A7ICnR,java:S3776,CRITICAL,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02296.java,benchmarkjava,39,Refactor this method to reduce its Cognitive Complexity from 17 to the 15 allowed.,7min,7min,dave.wichers@ey.com,brain-overload,2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3KdyE4d396A7ICnQ,java:S2095,BLOCKER,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02296.java,benchmarkjava,105,"Use try-with-resources or close this ""FileWriter"" in a ""finally"" clause.",5min,5min,dave.wichers@ey.com,"cert, cwe, denial-of-service, leak",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,BUG,MAIN,OPEN
AZcc3KdyE4d396A7ICnW,java:S1172,MAJOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02296.java,benchmarkjava,134,"Remove this unused method parameter ""request"".",5min,5min,dave.wichers@ey.com,"cert, unused",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3KdyE4d396A7ICnV,java:S1130,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02296.java,benchmarkjava,135,"Remove the declaration of thrown exception 'java.io.IOException', as it cannot be thrown from method's body.",5min,5min,dave.wichers@ey.com,"clumsy, error-handling, redundant, unused",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3M6UE4d396A7ID8d,java:S3776,CRITICAL,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02297.java,benchmarkjava,39,Refactor this method to reduce its Cognitive Complexity from 17 to the 15 allowed.,7min,7min,dave.wichers@ey.com,brain-overload,2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3M6UE4d396A7ID8c,java:S2095,BLOCKER,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02297.java,benchmarkjava,105,"Use try-with-resources or close this ""FileWriter"" in a ""finally"" clause.",5min,5min,dave.wichers@ey.com,"cert, cwe, denial-of-service, leak",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,BUG,MAIN,OPEN
AZcc3M6UE4d396A7ID8i,java:S1172,MAJOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02297.java,benchmarkjava,134,"Remove this unused method parameter ""request"".",5min,5min,dave.wichers@ey.com,"cert, unused",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3M6UE4d396A7ID8h,java:S1130,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02297.java,benchmarkjava,135,"Remove the declaration of thrown exception 'java.io.IOException', as it cannot be thrown from method's body.",5min,5min,dave.wichers@ey.com,"clumsy, error-handling, redundant, unused",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3KdyE4d396A7ICDN,java:S3776,CRITICAL,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02298.java,benchmarkjava,39,Refactor this method to reduce its Cognitive Complexity from 17 to the 15 allowed.,7min,7min,dave.wichers@ey.com,brain-overload,2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3KdyE4d396A7ICDM,java:S2095,BLOCKER,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02298.java,benchmarkjava,105,"Use try-with-resources or close this ""FileWriter"" in a ""finally"" clause.",5min,5min,dave.wichers@ey.com,"cert, cwe, denial-of-service, leak",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,BUG,MAIN,OPEN
AZcc3KdyE4d396A7ICDS,java:S1172,MAJOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02298.java,benchmarkjava,134,"Remove this unused method parameter ""request"".",5min,5min,dave.wichers@ey.com,"cert, unused",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3KdyE4d396A7ICDR,java:S1130,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02298.java,benchmarkjava,135,"Remove the declaration of thrown exception 'java.io.IOException', as it cannot be thrown from method's body.",5min,5min,dave.wichers@ey.com,"clumsy, error-handling, redundant, unused",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3KdyE4d396A7ICTh,java:S3776,CRITICAL,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02299.java,benchmarkjava,39,Refactor this method to reduce its Cognitive Complexity from 18 to the 15 allowed.,8min,8min,dave.wichers@ey.com,brain-overload,2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3KdyE4d396A7ICTk,java:S1905,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02299.java,benchmarkjava,76,"Remove this unnecessary cast to ""SearchResult"".",5min,5min,dave.wichers@ey.com,"clumsy, redundant",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3KdyE4d396A7ICTm,java:S1172,MAJOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02299.java,benchmarkjava,112,"Remove this unused method parameter ""request"".",5min,5min,dave.wichers@ey.com,"cert, unused",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3KdyE4d396A7ICTn,java:S2129,MAJOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02299.java,benchmarkjava,118,"Remove this ""String"" constructor",5min,5min,dave.wichers@ey.com,performance,2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3JPfE4d396A7IB9P,java:S1172,MAJOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02300.java,benchmarkjava,81,"Remove this unused method parameter ""request"".",5min,5min,dave.wichers@ey.com,"cert, unused",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3JPfE4d396A7IB9Q,java:S2129,MAJOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02300.java,benchmarkjava,97,"Remove this ""String"" constructor",5min,5min,dave.wichers@ey.com,performance,2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3LsZE4d396A7IDE5,java:S1172,MAJOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02301.java,benchmarkjava,79,"Remove this unused method parameter ""request"".",5min,5min,dave.wichers@ey.com,"cert, unused",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3LsZE4d396A7IDE4,java:S1130,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02301.java,benchmarkjava,80,"Remove the declaration of thrown exception 'java.io.IOException', as it cannot be thrown from method's body.",5min,5min,dave.wichers@ey.com,"clumsy, error-handling, redundant, unused",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3M6UE4d396A7IEOd,java:S1172,MAJOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02302.java,benchmarkjava,79,"Remove this unused method parameter ""request"".",5min,5min,dave.wichers@ey.com,"cert, unused",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3M6UE4d396A7IEOc,java:S1130,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02302.java,benchmarkjava,80,"Remove the declaration of thrown exception 'java.io.IOException', as it cannot be thrown from method's body.",5min,5min,dave.wichers@ey.com,"clumsy, error-handling, redundant, unused",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3M6UE4d396A7IDoD,java:S3776,CRITICAL,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02303.java,benchmarkjava,39,Refactor this method to reduce its Cognitive Complexity from 16 to the 15 allowed.,6min,6min,dave.wichers@ey.com,brain-overload,2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3M6UE4d396A7IDoI,java:S1172,MAJOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02303.java,benchmarkjava,102,"Remove this unused method parameter ""request"".",5min,5min,dave.wichers@ey.com,"cert, unused",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3M6UE4d396A7IDoH,java:S1130,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02303.java,benchmarkjava,103,"Remove the declaration of thrown exception 'java.io.IOException', as it cannot be thrown from method's body.",5min,5min,dave.wichers@ey.com,"clumsy, error-handling, redundant, unused",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3KdyE4d396A7ICdj,java:S3776,CRITICAL,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02304.java,benchmarkjava,39,Refactor this method to reduce its Cognitive Complexity from 16 to the 15 allowed.,6min,6min,dave.wichers@ey.com,brain-overload,2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3KdyE4d396A7ICdp,java:S1172,MAJOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02304.java,benchmarkjava,92,"Remove this unused method parameter ""request"".",5min,5min,dave.wichers@ey.com,"cert, unused",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3KdyE4d396A7ICdo,java:S1130,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02304.java,benchmarkjava,93,"Remove the declaration of thrown exception 'java.io.IOException', as it cannot be thrown from method's body.",5min,5min,dave.wichers@ey.com,"clumsy, error-handling, redundant, unused",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3OKAE4d396A7IEcN,java:S3776,CRITICAL,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02305.java,benchmarkjava,39,Refactor this method to reduce its Cognitive Complexity from 18 to the 15 allowed.,8min,8min,dave.wichers@ey.com,brain-overload,2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3OKAE4d396A7IEcP,java:S1905,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02305.java,benchmarkjava,79,"Remove this unnecessary cast to ""SearchResult"".",5min,5min,dave.wichers@ey.com,"clumsy, redundant",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3OKAE4d396A7IEcS,java:S1172,MAJOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02305.java,benchmarkjava,115,"Remove this unused method parameter ""request"".",5min,5min,dave.wichers@ey.com,"cert, unused",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3OKAE4d396A7IEcR,java:S1130,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02305.java,benchmarkjava,116,"Remove the declaration of thrown exception 'java.io.IOException', as it cannot be thrown from method's body.",5min,5min,dave.wichers@ey.com,"clumsy, error-handling, redundant, unused",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3LsZE4d396A7IDXK,java:S3776,CRITICAL,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02306.java,benchmarkjava,39,Refactor this method to reduce its Cognitive Complexity from 18 to the 15 allowed.,8min,8min,dave.wichers@ey.com,brain-overload,2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3LsZE4d396A7IDXM,java:S1905,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02306.java,benchmarkjava,79,"Remove this unnecessary cast to ""SearchResult"".",5min,5min,dave.wichers@ey.com,"clumsy, redundant",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3LsZE4d396A7IDXP,java:S1172,MAJOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02306.java,benchmarkjava,115,"Remove this unused method parameter ""request"".",5min,5min,dave.wichers@ey.com,"cert, unused",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3LsZE4d396A7IDXO,java:S1130,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02306.java,benchmarkjava,116,"Remove the declaration of thrown exception 'java.io.IOException', as it cannot be thrown from method's body.",5min,5min,dave.wichers@ey.com,"clumsy, error-handling, redundant, unused",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3JPfE4d396A7IB2X,java:S3776,CRITICAL,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02307.java,benchmarkjava,39,Refactor this method to reduce its Cognitive Complexity from 20 to the 15 allowed.,10min,10min,dave.wichers@ey.com,brain-overload,2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3JPfE4d396A7IB2W,java:S2095,BLOCKER,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02307.java,benchmarkjava,94,"Use try-with-resources or close this ""FileWriter"" in a ""finally"" clause.",5min,5min,dave.wichers@ey.com,"cert, cwe, denial-of-service, leak",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,BUG,MAIN,OPEN
AZcc3JPfE4d396A7IB2c,java:S106,MAJOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02307.java,benchmarkjava,111,Replace this use of System.out or System.err by a logger.,10min,10min,dave.wichers@ey.com,"bad-practice, cert, owasp-a3",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3JPfE4d396A7IB2Z,java:S2147,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02307.java,benchmarkjava,114,"Combine this catch with the one at line 110, which has the same body. (sonar.java.source not set. Assuming 7 or greater.)",5min,5min,dave.wichers@ey.com,clumsy,2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3JPfE4d396A7IB2d,java:S106,MAJOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02307.java,benchmarkjava,115,Replace this use of System.out or System.err by a logger.,10min,10min,dave.wichers@ey.com,"bad-practice, cert, owasp-a3",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3JPfE4d396A7IB2f,java:S1172,MAJOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02307.java,benchmarkjava,125,"Remove this unused method parameter ""request"".",5min,5min,dave.wichers@ey.com,"cert, unused",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3JPfE4d396A7IB2e,java:S1130,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02307.java,benchmarkjava,126,"Remove the declaration of thrown exception 'java.io.IOException', as it cannot be thrown from method's body.",5min,5min,dave.wichers@ey.com,"clumsy, error-handling, redundant, unused",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3LsZE4d396A7IC6k,java:S3776,CRITICAL,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02308.java,benchmarkjava,39,Refactor this method to reduce its Cognitive Complexity from 18 to the 15 allowed.,8min,8min,dave.wichers@ey.com,brain-overload,2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3LsZE4d396A7IC6j,java:S2095,BLOCKER,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02308.java,benchmarkjava,86,"Use try-with-resources or close this ""FileWriter"" in a ""finally"" clause.",5min,5min,dave.wichers@ey.com,"cert, cwe, denial-of-service, leak",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,BUG,MAIN,OPEN
AZcc3LsZE4d396A7IC6o,java:S106,MAJOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02308.java,benchmarkjava,103,Replace this use of System.out or System.err by a logger.,10min,10min,dave.wichers@ey.com,"bad-practice, cert, owasp-a3",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3LsZE4d396A7IC6m,java:S2147,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02308.java,benchmarkjava,106,"Combine this catch with the one at line 102, which has the same body. (sonar.java.source not set. Assuming 7 or greater.)",5min,5min,dave.wichers@ey.com,clumsy,2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3LsZE4d396A7IC6p,java:S106,MAJOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02308.java,benchmarkjava,107,Replace this use of System.out or System.err by a logger.,10min,10min,dave.wichers@ey.com,"bad-practice, cert, owasp-a3",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3LsZE4d396A7IC6r,java:S1172,MAJOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02308.java,benchmarkjava,117,"Remove this unused method parameter ""request"".",5min,5min,dave.wichers@ey.com,"cert, unused",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3LsZE4d396A7IC6q,java:S1130,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02308.java,benchmarkjava,118,"Remove the declaration of thrown exception 'java.io.IOException', as it cannot be thrown from method's body.",5min,5min,dave.wichers@ey.com,"clumsy, error-handling, redundant, unused",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3JPfE4d396A7IBg6,java:S3776,CRITICAL,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02309.java,benchmarkjava,39,Refactor this method to reduce its Cognitive Complexity from 18 to the 15 allowed.,8min,8min,dave.wichers@ey.com,brain-overload,2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3JPfE4d396A7IBg5,java:S2095,BLOCKER,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02309.java,benchmarkjava,87,"Use try-with-resources or close this ""FileWriter"" in a ""finally"" clause.",5min,5min,dave.wichers@ey.com,"cert, cwe, denial-of-service, leak",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,BUG,MAIN,OPEN
AZcc3JPfE4d396A7IBg9,java:S106,MAJOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02309.java,benchmarkjava,104,Replace this use of System.out or System.err by a logger.,10min,10min,dave.wichers@ey.com,"bad-practice, cert, owasp-a3",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3JPfE4d396A7IBg8,java:S2147,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02309.java,benchmarkjava,107,"Combine this catch with the one at line 103, which has the same body. (sonar.java.source not set. Assuming 7 or greater.)",5min,5min,dave.wichers@ey.com,clumsy,2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3JPfE4d396A7IBg-,java:S106,MAJOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02309.java,benchmarkjava,108,Replace this use of System.out or System.err by a logger.,10min,10min,dave.wichers@ey.com,"bad-practice, cert, owasp-a3",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3JPfE4d396A7IBhA,java:S1172,MAJOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02309.java,benchmarkjava,118,"Remove this unused method parameter ""request"".",5min,5min,dave.wichers@ey.com,"cert, unused",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3JPfE4d396A7IBg_,java:S1130,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02309.java,benchmarkjava,119,"Remove the declaration of thrown exception 'java.io.IOException', as it cannot be thrown from method's body.",5min,5min,dave.wichers@ey.com,"clumsy, error-handling, redundant, unused",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3M6UE4d396A7IDic,java:S3776,CRITICAL,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02310.java,benchmarkjava,39,Refactor this method to reduce its Cognitive Complexity from 18 to the 15 allowed.,8min,8min,dave.wichers@ey.com,brain-overload,2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3M6UE4d396A7IDib,java:S2095,BLOCKER,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02310.java,benchmarkjava,87,"Use try-with-resources or close this ""FileWriter"" in a ""finally"" clause.",5min,5min,dave.wichers@ey.com,"cert, cwe, denial-of-service, leak",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,BUG,MAIN,OPEN
AZcc3M6UE4d396A7IDif,java:S106,MAJOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02310.java,benchmarkjava,104,Replace this use of System.out or System.err by a logger.,10min,10min,dave.wichers@ey.com,"bad-practice, cert, owasp-a3",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3M6UE4d396A7IDie,java:S2147,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02310.java,benchmarkjava,107,"Combine this catch with the one at line 103, which has the same body. (sonar.java.source not set. Assuming 7 or greater.)",5min,5min,dave.wichers@ey.com,clumsy,2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3M6UE4d396A7IDig,java:S106,MAJOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02310.java,benchmarkjava,108,Replace this use of System.out or System.err by a logger.,10min,10min,dave.wichers@ey.com,"bad-practice, cert, owasp-a3",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3M6UE4d396A7IDii,java:S1172,MAJOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02310.java,benchmarkjava,118,"Remove this unused method parameter ""request"".",5min,5min,dave.wichers@ey.com,"cert, unused",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3M6UE4d396A7IDih,java:S1130,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02310.java,benchmarkjava,119,"Remove the declaration of thrown exception 'java.io.IOException', as it cannot be thrown from method's body.",5min,5min,dave.wichers@ey.com,"clumsy, error-handling, redundant, unused",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3KdyE4d396A7ICf3,java:S3776,CRITICAL,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02311.java,benchmarkjava,39,Refactor this method to reduce its Cognitive Complexity from 17 to the 15 allowed.,7min,7min,dave.wichers@ey.com,brain-overload,2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3KdyE4d396A7ICf2,java:S2095,BLOCKER,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02311.java,benchmarkjava,86,"Use try-with-resources or close this ""FileWriter"" in a ""finally"" clause.",5min,5min,dave.wichers@ey.com,"cert, cwe, denial-of-service, leak",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,BUG,MAIN,OPEN
AZcc3KdyE4d396A7ICf8,java:S1172,MAJOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02311.java,benchmarkjava,112,"Remove this unused method parameter ""request"".",5min,5min,dave.wichers@ey.com,"cert, unused",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3KdyE4d396A7ICf7,java:S1130,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02311.java,benchmarkjava,113,"Remove the declaration of thrown exception 'java.io.IOException', as it cannot be thrown from method's body.",5min,5min,dave.wichers@ey.com,"clumsy, error-handling, redundant, unused",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3M6UE4d396A7ID4m,java:S3776,CRITICAL,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02312.java,benchmarkjava,39,Refactor this method to reduce its Cognitive Complexity from 17 to the 15 allowed.,7min,7min,dave.wichers@ey.com,brain-overload,2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
